Longitude,Latitude,Pixel,Scan
135.364804,61.2758743,2700,700
135.442323,61.2758603,2800,700
135.519855,61.2757935,2900,700
135.597402,61.2756739,3000,700
135.674963,61.2755015,3100,700
135.75254,61.2752762,3200,700
135.830132,61.274998,3300,700
135.907741,61.2746669,3400,700
135.985367,61.2742828,3500,700
136.06301,61.2738456,3600,700
136.140671,61.2733554,3700,700
136.218351,61.2728121,3800,700
136.29605,61.2722156,3900,700
136.372992,61.2715726,3999,700
133.273645,61.2713455,0,800
133.351044,61.2727534,100,800
133.428441,61.2741086,200,800
133.505838,61.275411,300,800
133.583235,61.2766607,400,800
133.660632,61.2778578,500,800
133.738029,61.2790021,600,800
133.815428,61.2800938,700,800
133.892829,61.2811328,800,800
133.970233,61.2821193,900,800
134.04764,61.283053,1000,800
134.12505,61.2839342,1100,800
134.202464,61.2847627,1200,800
134.279883,61.2855387,1300,800
134.357308,61.286262,1400,800
134.434738,61.2869328,1500,800
134.512175,61.2875509,1600,800
134.589618,61.2881165,1700,800
134.667069,61.2886294,1800,800
134.744528,61.2890897,1900,800
134.821996,61.2894973,2000,800
134.899472,61.2898524,2100,800
134.976959,61.2901547,2200,800
135.054455,61.2904044,2300,800
135.131963,61.2906015,2400,800
135.209482,61.2907458,2500,800
135.287012,61.2908374,2600,800
135.364555,61.2908762,2700,800
135.442112,61.2908622,2800,800
135.519681,61.2907955,2900,800
135.597265,61.2906759,3000,800
135.674864,61.2905035,3100,800
135.752478,61.2902781,3200,800
135.830107,61.2899998,3300,800
135.907753,61.2896686,3400,800
135.985416,61.2892843,3500,800
136.063097,61.288847,3600,800
136.140795,61.2883566,3700,800
136.218512,61.2878131,3800,800
136.296249,61.2872163,3900,800
136.373227,61.2865731,3999,800
133.272412,61.2863333,0,900
133.349848,61.2877421,100,900
133.427283,61.289098,200,900
133.504717,61.2904012,300,900
133.582151,61.2916517,400,900
133.659585,61.2928494,500,900
133.737019,61.2939944,600,900
133.814456,61.2950867,700,900
133.891894,61.2961264,800,900
133.969334,61.2971134,900,900
134.046778,61.2980477,1000,900
134.124226,61.2989294,1100,900
134.201677,61.2997585,1200,900
134.279133,61.3005349,1300,900
134.356595,61.3012587,1400,900
134.434062,61.3019299,1500,900
134.511536,61.3025484,1600,900
134.589017,61.3031143,1700,900
134.666505,61.3036276,1800,900
134.744001,61.3040882,1900,900
134.821506,61.3044961,2000,900
134.89902,61.3048514,2100,900
134.976543,61.305154,2200,900
135.054077,61.3054039,2300,900
135.131622,61.3056011,2400,900
135.209178,61.3057456,2500,900
135.286746,61.3058373,2600,900
135.364326,61.3058762,2700,900
135.441919,61.3058623,2800,900
135.519526,61.3057956,2900,900
135.597147,61.305676,3000,900
135.674783,61.3055036,3100,900
135.752434,61.3052782,3200,900
135.830101,61.3049998,3300,900
135.907785,61.3046685,3400,900
135.985485,61.3042841,3500,900
136.063203,61.3038466,3600,900
136.140938,61.303356,3700,900
136.218693,61.3028123,3800,900
136.296467,61.3022153,3900,900
136.373482,61.3015718,3999,900
133.271029,61.3013432,0,1000
133.348502,61.302753,100,1000
133.425974,61.30411,200,1000
133.503445,61.3054142,300,1000
133.580916,61.3066657,400,1000
133.658387,61.3078644,500,1000
133.735859,61.3090103,600,1000
133.813333,61.3101036,700,1000
133.890808,61.3111441,800,1000
133.968286,61.312132,900,1000
134.045767,61.3130671,1000,1000
134.123251,61.3139496,1100,1000
134.20074,61.3147795,1200,1000
134.278234,61.3155566,1300,1000
134.355732,61.3162812,1400,1000
134.433237,61.316953,1500,1000
134.510748,61.3175722,1600,1000
134.588266,61.3181387,1700,1000
134.665791,61.3186526,1800,1000
134.743324,61.3191138,1900,1000
134.820866,61.3195223,2000,1000
134.898417,61.3198781,2100,1000
134.975978,61.3201812,2200,1000
135.053549,61.3204316,2300,1000
135.131131,61.3206293,2400,1000
135.208724,61.3207741,2500,1000
135.286329,61.3208662,2600,1000
135.363947,61.3209055,2700,1000
135.441577,61.320892,2800,1000
135.519221,61.3208256,2900,1000
135.59688,61.3207063,3000,1000
135.674553,61.3205341,3100,1000
135.752241,61.3203089,3200,1000
135.829945,61.3200307,3300,1000
135.907665,61.3196996,3400,1000
135.985403,61.3193153,3500,1000
136.063158,61.318878,3600,1000
136.140931,61.3183875,3700,1000
136.218722,61.3178438,3800,1000
136.296533,61.3172468,3900,1000
136.373585,61.3166033,3999,1000
133.269923,61.316318,0,1100
133.347433,61.3177283,100,1100
133.424942,61.3190858,200,1100
133.50245,61.3203904,300,1100
133.579958,61.3216422,400,1100
133.657466,61.3228413,500,1100
133.734975,61.3239876,600,1100
133.812486,61.3250811,700,1100
133.889998,61.3261219,800,1100
133.967513,61.32711,900,1100
134.045031,61.3280454,1000,1100
134.122553,61.3289281,1100,1100
134.200079,61.3297581,1200,1100
134.27761,61.3305354,1300,1100
134.355146,61.33126,1400,1100
134.432687,61.331932,1500,1100
134.510236,61.3325512,1600,1100
134.587791,61.3331178,1700,1100
134.665353,61.3336316,1800,1100
134.742924,61.3340928,1900,1100
134.820503,61.3345012,2000,1100
134.898092,61.334857,2100,1100
134.97569,61.33516,2200,1100
135.053298,61.3354102,2300,1100
135.130917,61.3356077,2400,1100
135.208548,61.3357523,2500,1100
135.28619,61.3358442,2600,1100
135.363845,61.3358832,2700,1100
135.441513,61.3358694,2800,1100
135.519195,61.3358027,2900,1100
135.596891,61.3356831,3000,1100
135.674601,61.3355105,3100,1100
135.752327,61.3352849,3200,1100
135.830068,61.3350064,3300,1100
135.907826,61.3346747,3400,1100
135.985601,61.33429,3500,1100
136.063394,61.3338521,3600,1100
136.141204,61.3333611,3700,1100
136.219034,61.3328168,3800,1100
136.296882,61.3322193,3900,1100
136.373971,61.3315752,3999,1100
133.268563,61.3313196,0,1200
133.34611,61.332731,100,1200
133.423656,61.3340895,200,1200
133.501202,61.3353951,300,1200
133.578747,61.336648,400,1200
133.656292,61.337848,500,1200
133.733839,61.3389952,600,1200
133.811387,61.3400897,700,1200
133.888936,61.3411314,800,1200
133.966489,61.3421203,900,1200
134.044044,61.3430565,1000,1200
134.121603,61.34394,1100,1200
134.199166,61.3447708,1200,1200
134.276734,61.3455489,1300,1200
134.354307,61.3462742,1400,1200
134.431886,61.3469468,1500,1200
134.509472,61.3475668,1600,1200
134.587064,61.3481339,1700,1200
134.664664,61.3486484,1800,1200
134.742272,61.3491102,1900,1200
134.819888,61.3495192,2000,1200
134.897514,61.3498754,2100,1200
134.975149,61.3501789,2200,1200
135.052795,61.3504296,2300,1200
135.130452,61.3506275,2400,1200
135.208119,61.3507726,2500,1200
135.285799,61.3508649,2600,1200
135.363491,61.3509043,2700,1200
135.441197,61.3508908,2800,1200
135.518916,61.3508244,2900,1200
135.596649,61.350705,3000,1200
135.674396,61.3505327,3100,1200
135.752159,61.3503074,3200,1200
135.829938,61.350029,3300,1200
135.907733,61.3496975,3400,1200
135.985546,61.349313,3500,1200
136.063375,61.3488752,3600,1200
136.141223,61.3483843,3700,1200
136.21909,61.3478401,3800,1200
136.296975,61.3472425,3900,1200
136.374102,61.3465985,3999,1200
133.267439,61.3462949,0,1300
133.345024,61.3477068,100,1300
133.422607,61.3490658,200,1300
133.50019,61.350372,300,1300
133.577772,61.3516253,400,1300
133.655355,61.3528257,500,1300
133.732938,61.3539734,600,1300
